municipio_id,municipio_nome,uf,ano,pib_total_mil_reais,populacao_estimada
2205300,Jerumenha,PI,2020,48022.0,4447
2205300,Jerumenha,PI,2021,63528.0,4443
2205359,João Costa,PI,2020,64082.0,3005
2205359,João Costa,PI,2021,69289.0,3003
2205409,Joaquim Pires,PI,2020,107278.0,14376
2205409,Joaquim Pires,PI,2021,118894.0,14396
2205458,Joca Marques,PI,2020,44858.0,5466
2205458,Joca Marques,PI,2021,46226.0,5488
2205508,José de Freitas,PI,2020,379057.0,39336
2205508,José de Freitas,PI,2021,390718.0,39457
2205516,Juazeiro do Piauí,PI,2020,60572.0,5485
2205516,Juazeiro do Piauí,PI,2021,56058.0,5491
2205524,Júlio Borges,PI,2020,73994.0,5640
2205524,Júlio Borges,PI,2021,80794.0,5653
2205532,Jurema,PI,2020,42988.0,4777
2205532,Jurema,PI,2021,43566.0,4790
2205540,Lagoinha do Piauí,PI,2020,37321.0,2858
2205540,Lagoinha do Piauí,PI,2021,40519.0,2870
2205557,Lagoa Alegre,PI,2020,73116.0,8577
2205557,Lagoa Alegre,PI,2021,77314.0,8610
2205565,Lagoa do Barro do Piauí,PI,2020,351512.0,4656
2205565,Lagoa do Barro do Piauí,PI,2021,534683.0,4658
2205573,Lagoa de São Francisco,PI,2020,52984.0,6777
2205573,Lagoa de São Francisco,PI,2021,54980.0,6795
2205581,Lagoa do Piauí,PI,2020,66658.0,4075
2205581,Lagoa do Piauí,PI,2021,75615.0,4086
2205599,Lagoa do Sítio,PI,2020,45727.0,5198
2205599,Lagoa do Sítio,PI,2021,48595.0,5219
2205607,Landri Sales,PI,2020,87623.0,5283
2205607,Landri Sales,PI,2021,109799.0,5272
2205706,Luís Correia,PI,2020,347609.0,30438
2205706,Luís Correia,PI,2021,378697.0,30558
2205805,Luzilândia,PI,2020,222359.0,25504
2205805,Luzilândia,PI,2021,241221.0,25521
2205854,Madeiro,PI,2020,64411.0,8342
2205854,Madeiro,PI,2021,75141.0,8372
2205904,Manoel Emídio,PI,2020,53471.0,5351
2205904,Manoel Emídio,PI,2021,54807.0,5352
2205953,Marcolândia,PI,2020,153090.0,8543
2205953,Marcolândia,PI,2021,198352.0,8590
2206001,Marcos Parente,PI,2020,47921.0,4547
2206001,Marcos Parente,PI,2021,54884.0,4546
2206050,Massapê do Piauí,PI,2020,52917.0,6449
2206050,Massapê do Piauí,PI,2021,52130.0,6456
2206100,Matias Olímpio,PI,2020,90360.0,10958
2206100,Matias Olímpio,PI,2021,95555.0,10979
2206209,Miguel Alves,PI,2020,280386.0,33833
2206209,Miguel Alves,PI,2021,312819.0,33901
2206308,Miguel Leão,PI,2020,21596.0,1242
2206308,Miguel Leão,PI,2021,23604.0,1239
2206357,Milton Brandão,PI,2020,54471.0,6608
2206357,Milton Brandão,PI,2021,53563.0,6603
2206407,Monsenhor Gil,PI,2020,108321.0,10564
2206407,Monsenhor Gil,PI,2021,127469.0,10563
2206506,Monsenhor Hipólito,PI,2020,90017.0,7767
2206506,Monsenhor Hipólito,PI,2021,72882.0,7785
2206605,Monte Alegre do Piauí,PI,2020,249657.0,10615
2206605,Monte Alegre do Piauí,PI,2021,298089.0,10618
2206654,Morro Cabeça no Tempo,PI,2020,35842.0,4530
2206654,Morro Cabeça no Tempo,PI,2021,39152.0,4527
2206670,Morro do Chapéu do Piauí,PI,2020,58910.0,6811
2206670,Morro do Chapéu do Piauí,PI,2021,62450.0,6825
2206696,Murici dos Portelas,PI,2020,70558.0,9209
2206696,Murici dos Portelas,PI,2021,74909.0,9258
2206704,Nazaré do Piauí,PI,2020,64598.0,7322
2206704,Nazaré do Piauí,PI,2021,67046.0,7307
2206720,Nazária,PI,2020,96020.0,8602
2206720,Nazária,PI,2021,94817.0,8632
2206753,Nossa Senhora de Nazaré,PI,2020,42523.0,4891
2206753,Nossa Senhora de Nazaré,PI,2021,47885.0,4911
2206803,Nossa Senhora dos Remédios,PI,2020,74638.0,8723
2206803,Nossa Senhora dos Remédios,PI,2021,78547.0,8751
2206902,Novo Oriente do Piauí,PI,2020,53133.0,6556
2206902,Novo Oriente do Piauí,PI,2021,58172.0,6548
2206951,Novo Santo Antônio,PI,2020,28179.0,3003
2206951,Novo Santo Antônio,PI,2021,31237.0,3014
2207009,Oeiras,PI,2020,538556.0,37085
2207009,Oeiras,PI,2021,584373.0,37138
2207108,Olho D'Água do Piauí,PI,2020,26002.0,2468
2207108,Olho D'Água do Piauí,PI,2021,28731.0,2477
2207207,Padre Marcos,PI,2020,74804.0,6873
2207207,Padre Marcos,PI,2021,73909.0,6879
2207306,Paes Landim,PI,2020,43188.0,4126
2207306,Paes Landim,PI,2021,44249.0,4124
2207355,Pajeú do Piauí,PI,2020,48853.0,3404
2207355,Pajeú do Piauí,PI,2021,52581.0,3416
2207405,Palmeira do Piauí,PI,2020,129020.0,5036
2207405,Palmeira do Piauí,PI,2021,141457.0,5029
2207504,Palmeirais,PI,2020,125159.0,14587
2207504,Palmeirais,PI,2021,138692.0,14633
2207553,Paquetá,PI,2020,41897.0,3937
2207553,Paquetá,PI,2021,44237.0,3931
2207603,Parnaguá,PI,2020,113667.0,10819
2207603,Parnaguá,PI,2021,119215.0,10846
2207702,Parnaíba,PI,2020,2611434.0,153482
2207702,Parnaíba,PI,2021,2968947.0,153863
2207751,Passagem Franca do Piauí,PI,2020,41460.0,4323
2207751,Passagem Franca do Piauí,PI,2021,48758.0,4331
2207777,Patos do Piauí,PI,2020,57030.0,6406
2207777,Patos do Piauí,PI,2021,64629.0,6420
2207793,Pau D'Arco do Piauí,PI,2020,31697.0,4065
2207793,Pau D'Arco do Piauí,PI,2021,33612.0,4084
2207801,Paulistana,PI,2020,252235.0,20554
2207801,Paulistana,PI,2021,267709.0,20583
2207850,Pavussu,PI,2020,35504.0,3669
2207850,Pavussu,PI,2021,37693.0,3662
2207900,Pedro II,PI,2020,356419.0,38778
2207900,Pedro II,PI,2021,386275.0,38812
2207934,Pedro Laurentino,PI,2020,27381.0,2544
2207934,Pedro Laurentino,PI,2021,31322.0,2551
2207959,Nova Santa Rita,PI,2020,44012.0,4383
2207959,Nova Santa Rita,PI,2021,43931.0,4392
2208007,Picos,PI,2020,1758645.0,78431
2208007,Picos,PI,2021,1940259.0,78627
2208106,Pimenteiras,PI,2020,104389.0,12139
2208106,Pimenteiras,PI,2021,106973.0,12150
2208205,Pio IX,PI,2020,207260.0,18459
2208205,Pio IX,PI,2021,202627.0,18492
2208304,Piracuruca,PI,2020,335082.0,28874
2208304,Piracuruca,PI,2021,363522.0,28952
2208403,Piripiri,PI,2020,903368.0,63787
2208403,Piripiri,PI,2021,916771.0,63829
2208502,Porto,PI,2020,101795.0,12608
2208502,Porto,PI,2021,118547.0,12646
2208551,Porto Alegre do Piauí,PI,2020,28847.0,2720
2208551,Porto Alegre do Piauí,PI,2021,39212.0,2728
2208601,Prata do Piauí,PI,2020,27297.0,3150
2208601,Prata do Piauí,PI,2021,27584.0,3149
2208650,Queimada Nova,PI,2020,119598.0,9017
2208650,Queimada Nova,PI,2021,253485.0,9041
2208700,Redenção do Gurguéia,PI,2020,87293.0,8796
2208700,Redenção do Gurguéia,PI,2021,97930.0,8814
2208809,Regeneração,PI,2020,218201.0,17979
2208809,Regeneração,PI,2021,264514.0,17979
2208858,Riacho Frio,PI,2020,44378.0,4309
2208858,Riacho Frio,PI,2021,46279.0,4306
2208874,Ribeira do Piauí,PI,2020,185657.0,4488
2208874,Ribeira do Piauí,PI,2021,217390.0,4499
2208908,Ribeiro Gonçalves,PI,2020,461223.0,7376
2208908,Ribeiro Gonçalves,PI,2021,695855.0,7408
2209005,Rio Grande do Piauí,PI,2020,57168.0,6433
2209005,Rio Grande do Piauí,PI,2021,61491.0,6434
2209104,Santa Cruz do Piauí,PI,2020,61612.0,6247
2209104,Santa Cruz do Piauí,PI,2021,61011.0,6254
2209153,Santa Cruz dos Milagres,PI,2020,41415.0,4033
2209153,Santa Cruz dos Milagres,PI,2021,45472.0,4046
2209203,Santa Filomena,PI,2020,498743.0,6254
2209203,Santa Filomena,PI,2021,615987.0,6256
2209302,Santa Luz,PI,2020,56392.0,5882
2209302,Santa Luz,PI,2021,62480.0,5903
2209351,Santana do Piauí,PI,2020,39168.0,4642
2209351,Santana do Piauí,PI,2021,40807.0,4650
2209377,Santa Rosa do Piauí,PI,2020,46466.0,5255
2209377,Santa Rosa do Piauí,PI,2021,50228.0,5254
2209401,Santo Antônio de Lisboa,PI,2020,71695.0,6441
2209401,Santo Antônio de Lisboa,PI,2021,71849.0,6466
2209450,Santo Antônio dos Milagres,PI,2020,16740.0,2166
2209450,Santo Antônio dos Milagres,PI,2021,18051.0,2172
2209500,Santo Inácio do Piauí,PI,2020,37600.0,3803
2209500,Santo Inácio do Piauí,PI,2021,40377.0,3809
2209559,São Braz do Piauí,PI,2020,40275.0,4451
2209559,São Braz do Piauí,PI,2021,39471.0,4454
2209609,São Félix do Piauí,PI,2020,30952.0,2932
2209609,São Félix do Piauí,PI,2021,32116.0,2923
2209658,São Francisco de Assis do Piauí,PI,2020,52643.0,5779
2209658,São Francisco de Assis do Piauí,PI,2021,55545.0,5801
2209708,São Francisco do Piauí,PI,2020,56606.0,6420
2209708,São Francisco do Piauí,PI,2021,58406.0,6417
2209757,São Gonçalo do Gurguéia,PI,2020,53774.0,3057
2209757,São Gonçalo do Gurguéia,PI,2021,54607.0,3071
2209807,São Gonçalo do Piauí,PI,2020,50796.0,5030
2209807,São Gonçalo do Piauí,PI,2021,56735.0,5044
2209856,São João da Canabrava,PI,2020,46888.0,4614
2209856,São João da Canabrava,PI,2021,49321.0,4619
2209872,São João da Fronteira,PI,2020,57407.0,6064
2209872,São João da Fronteira,PI,2021,60925.0,6084
2209906,São João da Serra,PI,2020,59565.0,6122
2209906,São João da Serra,PI,2021,59723.0,6106
2209955,São João da Varjota,PI,2020,34402.0,4848
2209955,São João da Varjota,PI,2021,36648.0,4856
2209971,São João do Arraial,PI,2020,62413.0,8038
2209971,São João do Arraial,PI,2021,68235.0,8085
2210003,São João do Piauí,PI,2020,448100.0,20662
2210003,São João do Piauí,PI,2021,426951.0,20720
2210052,São José do Divino,PI,2020,55966.0,5354
2210052,São José do Divino,PI,2021,63753.0,5361
2210102,São José do Peixe,PI,2020,39540.0,3741
2210102,São José do Peixe,PI,2021,42836.0,3737
2210201,São José do Piauí,PI,2020,68054.0,6700
2210201,São José do Piauí,PI,2021,68075.0,6696
2210300,São Julião,PI,2020,57801.0,6371
2210300,São Julião,PI,2021,59534.0,6379
2210359,São Lourenço do Piauí,PI,2020,40637.0,4577
2210359,São Lourenço do Piauí,PI,2021,45315.0,4581
2210375,São Luis do Piauí,PI,2020,24841.0,2646
2210375,São Luis do Piauí,PI,2021,25332.0,2648
2210383,São Miguel da Baixa Grande,PI,2020,25349.0,2454
2210383,São Miguel da Baixa Grande,PI,2021,27272.0,2456
2210391,São Miguel do Fidalgo,PI,2020,52349.0,3038
2210391,São Miguel do Fidalgo,PI,2021,47464.0,3037
2210409,São Miguel do Tapuio,PI,2020,150600.0,17639
2210409,São Miguel do Tapuio,PI,2021,163378.0,17617
2210508,São Pedro do Piauí,PI,2020,118795.0,14324
2210508,São Pedro do Piauí,PI,2021,134821.0,14356
2210607,São Raimundo Nonato,PI,2020,544992.0,34877
2210607,São Raimundo Nonato,PI,2021,566178.0,35035
2210623,Sebastião Barros,PI,2020,41734.0,3451
2210623,Sebastião Barros,PI,2021,46712.0,3434
2210631,Sebastião Leal,PI,2020,175971.0,4303
2210631,Sebastião Leal,PI,2021,255415.0,4311
2210656,Sigefredo Pacheco,PI,2020,75579.0,10058
2210656,Sigefredo Pacheco,PI,2021,78161.0,10074
2210706,Simões,PI,2020,284849.0,14649
2210706,Simões,PI,2021,434444.0,14664
2210805,Simplício Mendes,PI,2020,168913.0,12746
2210805,Simplício Mendes,PI,2021,182823.0,12778
2210904,Socorro do Piauí,PI,2020,40739.0,4563
2210904,Socorro do Piauí,PI,2021,41067.0,4557
2210938,Sussuapara,PI,2020,73054.0,6767
2210938,Sussuapara,PI,2021,76888.0,6801
2210953,Tamboril do Piauí,PI,2020,29914.0,2929
2210953,Tamboril do Piauí,PI,2021,30388.0,2939
2210979,Tanque do Piauí,PI,2020,32903.0,2773
2210979,Tanque do Piauí,PI,2021,33181.0,2781
2211001,Teresina,PI,2020,21608861.0,868075
2211001,Teresina,PI,2021,23895231.0,871126
2211100,União,PI,2020,407096.0,44569
2211100,União,PI,2021,420316.0,44649
2211209,Uruçuí,PI,2020,1912244.0,21655
2211209,Uruçuí,PI,2021,2815208.0,21746
2211308,Valença do Piauí,PI,2020,262551.0,20929
2211308,Valença do Piauí,PI,2021,289656.0,20940
2211357,Várzea Branca,PI,2020,46390.0,4938
2211357,Várzea Branca,PI,2021,44540.0,4930
2211407,Várzea Grande,PI,2020,39937.0,4386
2211407,Várzea Grande,PI,2021,40995.0,4382
2211506,Vera Mendes,PI,2020,29865.0,3080
2211506,Vera Mendes,PI,2021,31077.0,3082
2211605,Vila Nova do Piauí,PI,2020,35310.0,2952
2211605,Vila Nova do Piauí,PI,2021,37035.0,2935
2211704,Wall Ferraz,PI,2020,37450.0,4471
2211704,Wall Ferraz,PI,2021,38008.0,4479
